"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"15/04/2023 20:00:00 - 15/04/2023 21:00:00","BZN|ES","Without Sequence","38.76","",""
"15/04/2023 21:00:00 - 15/04/2023 22:00:00","BZN|ES","Without Sequence","44.28","",""
"15/04/2023 22:00:00 - 15/04/2023 23:00:00","BZN|ES","Without Sequence","40.61","",""
"15/04/2023 23:00:00 - 16/04/2023 00:00:00","BZN|ES","Without Sequence","38.36","",""
"16/04/2023 00:00:00 - 16/04/2023 01:00:00","BZN|ES","Without Sequence","28.28","",""
"16/04/2023 01:00:00 - 16/04/2023 02:00:00","BZN|ES","Without Sequence","26.10","",""
"16/04/2023 02:00:00 - 16/04/2023 03:00:00","BZN|ES","Without Sequence","24.50","",""
"16/04/2023 03:00:00 - 16/04/2023 04:00:00","BZN|ES","Without Sequence","23.72","",""
"16/04/2023 04:00:00 - 16/04/2023 05:00:00","BZN|ES","Without Sequence","16.00","",""
"16/04/2023 05:00:00 - 16/04/2023 06:00:00","BZN|ES","Without Sequence","20.38","",""
"16/04/2023 06:00:00 - 16/04/2023 07:00:00","BZN|ES","Without Sequence","23.00","",""
"16/04/2023 07:00:00 - 16/04/2023 08:00:00","BZN|ES","Without Sequence","24.50","",""
"16/04/2023 08:00:00 - 16/04/2023 09:00:00","BZN|ES","Without Sequence","22.15","",""
"16/04/2023 09:00:00 - 16/04/2023 10:00:00","BZN|ES","Without Sequence","4.99","",""
"16/04/2023 10:00:00 - 16/04/2023 11:00:00","BZN|ES","Without Sequence","1.50","",""
"16/04/2023 11:00:00 - 16/04/2023 12:00:00","BZN|ES","Without Sequence","0.00","",""
"16/04/2023 12:00:00 - 16/04/2023 13:00:00","BZN|ES","Without Sequence","0.00","",""
"16/04/2023 13:00:00 - 16/04/2023 14:00:00","BZN|ES","Without Sequence","0.00","",""
"16/04/2023 14:00:00 - 16/04/2023 15:00:00","BZN|ES","Without Sequence","0.00","",""
"16/04/2023 15:00:00 - 16/04/2023 16:00:00","BZN|ES","Without Sequence","0.00","",""
"16/04/2023 16:00:00 - 16/04/2023 17:00:00","BZN|ES","Without Sequence","0.00","",""
"16/04/2023 17:00:00 - 16/04/2023 18:00:00","BZN|ES","Without Sequence","0.00","",""
"16/04/2023 18:00:00 - 16/04/2023 19:00:00","BZN|ES","Without Sequence","1.50","",""
"16/04/2023 19:00:00 - 16/04/2023 20:00:00","BZN|ES","Without Sequence","25.00","",""
"16/04/2023 20:00:00 - 16/04/2023 21:00:00","BZN|ES","Without Sequence","75.00","",""
"16/04/2023 21:00:00 - 16/04/2023 22:00:00","BZN|ES","Without Sequence","127.85","",""
"16/04/2023 22:00:00 - 16/04/2023 23:00:00","BZN|ES","Without Sequence","110.17","",""
"16/04/2023 23:00:00 - 17/04/2023 00:00:00","BZN|ES","Without Sequence","55.22","",""
"17/04/2023 00:00:00 - 17/04/2023 01:00:00","BZN|ES","Without Sequence","86.03","",""
"17/04/2023 01:00:00 - 17/04/2023 02:00:00","BZN|ES","Without Sequence","81.87","",""
"17/04/2023 02:00:00 - 17/04/2023 03:00:00","BZN|ES","Without Sequence","55.00","",""
"17/04/2023 03:00:00 - 17/04/2023 04:00:00","BZN|ES","Without Sequence","45.00","",""
"17/04/2023 04:00:00 - 17/04/2023 05:00:00","BZN|ES","Without Sequence","45.00","",""
"17/04/2023 05:00:00 - 17/04/2023 06:00:00","BZN|ES","Without Sequence","55.00","",""
"17/04/2023 06:00:00 - 17/04/2023 07:00:00","BZN|ES","Without Sequence","83.96","",""
"17/04/2023 07:00:00 - 17/04/2023 08:00:00","BZN|ES","Without Sequence","110.00","",""
"17/04/2023 08:00:00 - 17/04/2023 09:00:00","BZN|ES","Without Sequence","104.22","",""
"17/04/2023 09:00:00 - 17/04/2023 10:00:00","BZN|ES","Without Sequence","82.75","",""
"17/04/2023 10:00:00 - 17/04/2023 11:00:00","BZN|ES","Without Sequence","41.73","",""
"17/04/2023 11:00:00 - 17/04/2023 12:00:00","BZN|ES","Without Sequence","41.02","",""
"17/04/2023 12:00:00 - 17/04/2023 13:00:00","BZN|ES","Without Sequence","40.63","",""
"17/04/2023 13:00:00 - 17/04/2023 14:00:00","BZN|ES","Without Sequence","40.02","",""
"17/04/2023 14:00:00 - 17/04/2023 15:00:00","BZN|ES","Without Sequence","35.00","",""
"17/04/2023 15:00:00 - 17/04/2023 16:00:00","BZN|ES","Without Sequence","25.00","",""
"17/04/2023 16:00:00 - 17/04/2023 17:00:00","BZN|ES","Without Sequence","25.00","",""
"17/04/2023 17:00:00 - 17/04/2023 18:00:00","BZN|ES","Without Sequence","25.00","",""
"17/04/2023 18:00:00 - 17/04/2023 19:00:00","BZN|ES","Without Sequence","39.73","",""
"17/04/2023 19:00:00 - 17/04/2023 20:00:00","BZN|ES","Without Sequence","86.09","",""
"17/04/2023 20:00:00 - 17/04/2023 21:00:00","BZN|ES","Without Sequence","125.12","",""
"17/04/2023 21:00:00 - 17/04/2023 22:00:00","BZN|ES","Without Sequence","134.25","",""
"17/04/2023 22:00:00 - 17/04/2023 23:00:00","BZN|ES","Without Sequence","104.22","",""
"17/04/2023 23:00:00 - 18/04/2023 00:00:00","BZN|ES","Without Sequence","88.30","",""
"18/04/2023 00:00:00 - 18/04/2023 01:00:00","BZN|ES","Without Sequence","105.31","",""
"18/04/2023 01:00:00 - 18/04/2023 02:00:00","BZN|ES","Without Sequence","81.99","",""
"18/04/2023 02:00:00 - 18/04/2023 03:00:00","BZN|ES","Without Sequence","75.62","",""
"18/04/2023 03:00:00 - 18/04/2023 04:00:00","BZN|ES","Without Sequence","75.62","",""
"18/04/2023 04:00:00 - 18/04/2023 05:00:00","BZN|ES","Without Sequence","75.62","",""
"18/04/2023 05:00:00 - 18/04/2023 06:00:00","BZN|ES","Without Sequence","101.27","",""
"18/04/2023 06:00:00 - 18/04/2023 07:00:00","BZN|ES","Without Sequence","100.35","",""
"18/04/2023 07:00:00 - 18/04/2023 08:00:00","BZN|ES","Without Sequence","122.26","",""
"18/04/2023 08:00:00 - 18/04/2023 09:00:00","BZN|ES","Without Sequence","123.00","",""
"18/04/2023 09:00:00 - 18/04/2023 10:00:00","BZN|ES","Without Sequence","106.16","",""
"18/04/2023 10:00:00 - 18/04/2023 11:00:00","BZN|ES","Without Sequence","75.20","",""
"18/04/2023 11:00:00 - 18/04/2023 12:00:00","BZN|ES","Without Sequence","75.98","",""
"18/04/2023 12:00:00 - 18/04/2023 13:00:00","BZN|ES","Without Sequence","78.10","",""
"18/04/2023 13:00:00 - 18/04/2023 14:00:00","BZN|ES","Without Sequence","80.00","",""
"18/04/2023 14:00:00 - 18/04/2023 15:00:00","BZN|ES","Without Sequence","78.00","",""
"18/04/2023 15:00:00 - 18/04/2023 16:00:00","BZN|ES","Without Sequence","74.74","",""
"18/04/2023 16:00:00 - 18/04/2023 17:00:00","BZN|ES","Without Sequence","74.74","",""
"18/04/2023 17:00:00 - 18/04/2023 18:00:00","BZN|ES","Without Sequence","85.00","",""
"18/04/2023 18:00:00 - 18/04/2023 19:00:00","BZN|ES","Without Sequence","81.50","",""
"18/04/2023 19:00:00 - 18/04/2023 20:00:00","BZN|ES","Without Sequence","119.88","",""
"18/04/2023 20:00:00 - 18/04/2023 21:00:00","BZN|ES","Without Sequence","137.10","",""
"18/04/2023 21:00:00 - 18/04/2023 22:00:00","BZN|ES","Without Sequence","141.40","",""
"18/04/2023 22:00:00 - 18/04/2023 23:00:00","BZN|ES","Without Sequence","128.32","",""
"18/04/2023 23:00:00 - 19/04/2023 00:00:00","BZN|ES","Without Sequence","111.41","",""
"19/04/2023 00:00:00 - 19/04/2023 01:00:00","BZN|ES","Without Sequence","127.54","",""
"19/04/2023 01:00:00 - 19/04/2023 02:00:00","BZN|ES","Without Sequence","116.80","",""
"19/04/2023 02:00:00 - 19/04/2023 03:00:00","BZN|ES","Without Sequence","105.71","",""
"19/04/2023 03:00:00 - 19/04/2023 04:00:00","BZN|ES","Without Sequence","105.71","",""
"19/04/2023 04:00:00 - 19/04/2023 05:00:00","BZN|ES","Without Sequence","104.86","",""
"19/04/2023 05:00:00 - 19/04/2023 06:00:00","BZN|ES","Without Sequence","105.87","",""
"19/04/2023 06:00:00 - 19/04/2023 07:00:00","BZN|ES","Without Sequence","130.00","",""
"19/04/2023 07:00:00 - 19/04/2023 08:00:00","BZN|ES","Without Sequence","139.10","",""
"19/04/2023 08:00:00 - 19/04/2023 09:00:00","BZN|ES","Without Sequence","141.40","",""
"19/04/2023 09:00:00 - 19/04/2023 10:00:00","BZN|ES","Without Sequence","133.26","",""
"19/04/2023 10:00:00 - 19/04/2023 11:00:00","BZN|ES","Without Sequence","108.26","",""
"19/04/2023 11:00:00 - 19/04/2023 12:00:00","BZN|ES","Without Sequence","97.16","",""
"19/04/2023 12:00:00 - 19/04/2023 13:00:00","BZN|ES","Without Sequence","93.90","",""
"19/04/2023 13:00:00 - 19/04/2023 14:00:00","BZN|ES","Without Sequence","89.64","",""
"19/04/2023 14:00:00 - 19/04/2023 15:00:00","BZN|ES","Without Sequence","89.48","",""
"19/04/2023 15:00:00 - 19/04/2023 16:00:00","BZN|ES","Without Sequence","88.68","",""
"19/04/2023 16:00:00 - 19/04/2023 17:00:00","BZN|ES","Without Sequence","88.58","",""
"19/04/2023 17:00:00 - 19/04/2023 18:00:00","BZN|ES","Without Sequence","89.64","",""
"19/04/2023 18:00:00 - 19/04/2023 19:00:00","BZN|ES","Without Sequence","105.31","",""
"19/04/2023 19:00:00 - 19/04/2023 20:00:00","BZN|ES","Without Sequence","122.25","",""
"19/04/2023 20:00:00 - 19/04/2023 21:00:00","BZN|ES","Without Sequence","135.86","",""
"19/04/2023 21:00:00 - 19/04/2023 22:00:00","BZN|ES","Without Sequence","145.00","",""
"19/04/2023 22:00:00 - 19/04/2023 23:00:00","BZN|ES","Without Sequence","134.11","",""
"19/04/2023 23:00:00 - 20/04/2023 00:00:00","BZN|ES","Without Sequence","125.33","",""
"20/04/2023 00:00:00 - 20/04/2023 01:00:00","BZN|ES","Without Sequence","126.00","",""
"20/04/2023 01:00:00 - 20/04/2023 02:00:00","BZN|ES","Without Sequence","122.03","",""
"20/04/2023 02:00:00 - 20/04/2023 03:00:00","BZN|ES","Without Sequence","123.61","",""
"20/04/2023 03:00:00 - 20/04/2023 04:00:00","BZN|ES","Without Sequence","123.89","",""
"20/04/2023 04:00:00 - 20/04/2023 05:00:00","BZN|ES","Without Sequence","125.33","",""
"20/04/2023 05:00:00 - 20/04/2023 06:00:00","BZN|ES","Without Sequence","127.22","",""
"20/04/2023 06:00:00 - 20/04/2023 07:00:00","BZN|ES","Without Sequence","127.97","",""
"20/04/2023 07:00:00 - 20/04/2023 08:00:00","BZN|ES","Without Sequence","144.48","",""
"20/04/2023 08:00:00 - 20/04/2023 09:00:00","BZN|ES","Without Sequence","144.70","",""
"20/04/2023 09:00:00 - 20/04/2023 10:00:00","BZN|ES","Without Sequence","130.09","",""
"20/04/2023 10:00:00 - 20/04/2023 11:00:00","BZN|ES","Without Sequence","100.90","",""
"20/04/2023 11:00:00 - 20/04/2023 12:00:00","BZN|ES","Without Sequence","87.73","",""
"20/04/2023 12:00:00 - 20/04/2023 13:00:00","BZN|ES","Without Sequence","80.00","",""
"20/04/2023 13:00:00 - 20/04/2023 14:00:00","BZN|ES","Without Sequence","74.87","",""
"20/04/2023 14:00:00 - 20/04/2023 15:00:00","BZN|ES","Without Sequence","53.60","",""
"20/04/2023 15:00:00 - 20/04/2023 16:00:00","BZN|ES","Without Sequence","50.36","",""
"20/04/2023 16:00:00 - 20/04/2023 17:00:00","BZN|ES","Without Sequence","49.87","",""
"20/04/2023 17:00:00 - 20/04/2023 18:00:00","BZN|ES","Without Sequence","51.07","",""
"20/04/2023 18:00:00 - 20/04/2023 19:00:00","BZN|ES","Without Sequence","75.27","",""
"20/04/2023 19:00:00 - 20/04/2023 20:00:00","BZN|ES","Without Sequence","123.26","",""
"20/04/2023 20:00:00 - 20/04/2023 21:00:00","BZN|ES","Without Sequence","147.42","",""
"20/04/2023 21:00:00 - 20/04/2023 22:00:00","BZN|ES","Without Sequence","145.33","",""
"20/04/2023 22:00:00 - 20/04/2023 23:00:00","BZN|ES","Without Sequence","134.37","",""
"20/04/2023 23:00:00 - 21/04/2023 00:00:00","BZN|ES","Without Sequence","129.44","",""
"21/04/2023 00:00:00 - 21/04/2023 01:00:00","BZN|ES","Without Sequence","122.50","",""
"21/04/2023 01:00:00 - 21/04/2023 02:00:00","BZN|ES","Without Sequence","112.39","",""
"21/04/2023 02:00:00 - 21/04/2023 03:00:00","BZN|ES","Without Sequence","117.60","",""
"21/04/2023 03:00:00 - 21/04/2023 04:00:00","BZN|ES","Without Sequence","119.84","",""
"21/04/2023 04:00:00 - 21/04/2023 05:00:00","BZN|ES","Without Sequence","115.01","",""
"21/04/2023 05:00:00 - 21/04/2023 06:00:00","BZN|ES","Without Sequence","115.00","",""
"21/04/2023 06:00:00 - 21/04/2023 07:00:00","BZN|ES","Without Sequence","127.50","",""
"21/04/2023 07:00:00 - 21/04/2023 08:00:00","BZN|ES","Without Sequence","141.54","",""
"21/04/2023 08:00:00 - 21/04/2023 09:00:00","BZN|ES","Without Sequence","145.99","",""
"21/04/2023 09:00:00 - 21/04/2023 10:00:00","BZN|ES","Without Sequence","120.18","",""
"21/04/2023 10:00:00 - 21/04/2023 11:00:00","BZN|ES","Without Sequence","128.13","",""
"21/04/2023 11:00:00 - 21/04/2023 12:00:00","BZN|ES","Without Sequence","109.29","",""
"21/04/2023 12:00:00 - 21/04/2023 13:00:00","BZN|ES","Without Sequence","95.49","",""
"21/04/2023 13:00:00 - 21/04/2023 14:00:00","BZN|ES","Without Sequence","55.44","",""
"21/04/2023 14:00:00 - 21/04/2023 15:00:00","BZN|ES","Without Sequence","40.10","",""
"21/04/2023 15:00:00 - 21/04/2023 16:00:00","BZN|ES","Without Sequence","29.11","",""
"21/04/2023 16:00:00 - 21/04/2023 17:00:00","BZN|ES","Without Sequence","25.00","",""
"21/04/2023 17:00:00 - 21/04/2023 18:00:00","BZN|ES","Without Sequence","29.61","",""
"21/04/2023 18:00:00 - 21/04/2023 19:00:00","BZN|ES","Without Sequence","49.31","",""
"21/04/2023 19:00:00 - 21/04/2023 20:00:00","BZN|ES","Without Sequence","95.49","",""
"21/04/2023 20:00:00 - 21/04/2023 21:00:00","BZN|ES","Without Sequence","134.71","",""
"21/04/2023 21:00:00 - 21/04/2023 22:00:00","BZN|ES","Without Sequence","135.51","",""
"21/04/2023 22:00:00 - 21/04/2023 23:00:00","BZN|ES","Without Sequence","133.71","",""
"21/04/2023 23:00:00 - 22/04/2023 00:00:00","BZN|ES","Without Sequence","123.10","",""
"22/04/2023 00:00:00 - 22/04/2023 01:00:00","BZN|ES","Without Sequence","122.01","",""
"22/04/2023 01:00:00 - 22/04/2023 02:00:00","BZN|ES","Without Sequence","101.95","",""
"22/04/2023 02:00:00 - 22/04/2023 03:00:00","BZN|ES","Without Sequence","103.57","",""
"22/04/2023 03:00:00 - 22/04/2023 04:00:00","BZN|ES","Without Sequence","93.17","",""
"22/04/2023 04:00:00 - 22/04/2023 05:00:00","BZN|ES","Without Sequence","91.33","",""
"22/04/2023 05:00:00 - 22/04/2023 06:00:00","BZN|ES","Without Sequence","96.03","",""
"22/04/2023 06:00:00 - 22/04/2023 07:00:00","BZN|ES","Without Sequence","100.00","",""
"22/04/2023 07:00:00 - 22/04/2023 08:00:00","BZN|ES","Without Sequence","106.95","",""
"22/04/2023 08:00:00 - 22/04/2023 09:00:00","BZN|ES","Without Sequence","109.18","",""
"22/04/2023 09:00:00 - 22/04/2023 10:00:00","BZN|ES","Without Sequence","107.28","",""
"22/04/2023 10:00:00 - 22/04/2023 11:00:00","BZN|ES","Without Sequence","77.61","",""
"22/04/2023 11:00:00 - 22/04/2023 12:00:00","BZN|ES","Without Sequence","69.61","",""
"22/04/2023 12:00:00 - 22/04/2023 13:00:00","BZN|ES","Without Sequence","51.00","",""
"22/04/2023 13:00:00 - 22/04/2023 14:00:00","BZN|ES","Without Sequence","34.84","",""
"22/04/2023 14:00:00 - 22/04/2023 15:00:00","BZN|ES","Without Sequence","22.56","",""
"22/04/2023 15:00:00 - 22/04/2023 16:00:00","BZN|ES","Without Sequence","10.00","",""
"22/04/2023 16:00:00 - 22/04/2023 17:00:00","BZN|ES","Without Sequence","4.16","",""
"22/04/2023 17:00:00 - 22/04/2023 18:00:00","BZN|ES","Without Sequence","4.17","",""
"22/04/2023 18:00:00 - 22/04/2023 19:00:00","BZN|ES","Without Sequence","31.00","",""
"22/04/2023 19:00:00 - 22/04/2023 20:00:00","BZN|ES","Without Sequence","73.60","",""
"22/04/2023 20:00:00 - 22/04/2023 21:00:00","BZN|ES","Without Sequence","129.27","",""
"22/04/2023 21:00:00 - 22/04/2023 22:00:00","BZN|ES","Without Sequence","128.45","",""
"22/04/2023 22:00:00 - 22/04/2023 23:00:00","BZN|ES","Without Sequence","121.27","",""
"22/04/2023 23:00:00 - 23/04/2023 00:00:00","BZN|ES","Without Sequence","101.64","",""
"23/04/2023 00:00:00 - 23/04/2023 01:00:00","BZN|ES","Without Sequence","108.00","",""
"23/04/2023 01:00:00 - 23/04/2023 02:00:00","BZN|ES","Without Sequence","97.52","",""
"23/04/2023 02:00:00 - 23/04/2023 03:00:00","BZN|ES","Without Sequence","95.02","",""
"23/04/2023 03:00:00 - 23/04/2023 04:00:00","BZN|ES","Without Sequence","89.44","",""
"23/04/2023 04:00:00 - 23/04/2023 05:00:00","BZN|ES","Without Sequence","86.67","",""
"23/04/2023 05:00:00 - 23/04/2023 06:00:00","BZN|ES","Without Sequence","76.61","",""
"23/04/2023 06:00:00 - 23/04/2023 07:00:00","BZN|ES","Without Sequence","75.10","",""
"23/04/2023 07:00:00 - 23/04/2023 08:00:00","BZN|ES","Without Sequence","65.00","",""
"23/04/2023 08:00:00 - 23/04/2023 09:00:00","BZN|ES","Without Sequence","50.00","",""
"23/04/2023 09:00:00 - 23/04/2023 10:00:00","BZN|ES","Without Sequence","6.10","",""
"23/04/2023 10:00:00 - 23/04/2023 11:00:00","BZN|ES","Without Sequence","0.00","",""
"23/04/2023 11:00:00 - 23/04/2023 12:00:00","BZN|ES","Without Sequence","0.00","",""
"23/04/2023 12:00:00 - 23/04/2023 13:00:00","BZN|ES","Without Sequence","1.50","",""
"23/04/2023 13:00:00 - 23/04/2023 14:00:00","BZN|ES","Without Sequence","1.50","",""
"23/04/2023 14:00:00 - 23/04/2023 15:00:00","BZN|ES","Without Sequence","0.00","",""
"23/04/2023 15:00:00 - 23/04/2023 16:00:00","BZN|ES","Without Sequence","0.00","",""
"23/04/2023 16:00:00 - 23/04/2023 17:00:00","BZN|ES","Without Sequence","0.00","",""
"23/04/2023 17:00:00 - 23/04/2023 18:00:00","BZN|ES","Without Sequence","0.00","",""
"23/04/2023 18:00:00 - 23/04/2023 19:00:00","BZN|ES","Without Sequence","0.00","",""
"23/04/2023 19:00:00 - 23/04/2023 20:00:00","BZN|ES","Without Sequence","3.23","",""
"23/04/2023 20:00:00 - 23/04/2023 21:00:00","BZN|ES","Without Sequence","88.00","",""
"23/04/2023 21:00:00 - 23/04/2023 22:00:00","BZN|ES","Without Sequence","125.02","",""
"23/04/2023 22:00:00 - 23/04/2023 23:00:00","BZN|ES","Without Sequence","120.00","",""
"23/04/2023 23:00:00 - 24/04/2023 00:00:00","BZN|ES","Without Sequence","109.84","",""
"24/04/2023 00:00:00 - 24/04/2023 01:00:00","BZN|ES","Without Sequence","90.00","",""
"24/04/2023 01:00:00 - 24/04/2023 02:00:00","BZN|ES","Without Sequence","91.80","",""
"24/04/2023 02:00:00 - 24/04/2023 03:00:00","BZN|ES","Without Sequence","91.82","",""
"24/04/2023 03:00:00 - 24/04/2023 04:00:00","BZN|ES","Without Sequence","93.40","",""
"24/04/2023 04:00:00 - 24/04/2023 05:00:00","BZN|ES","Without Sequence","100.88","",""
"24/04/2023 05:00:00 - 24/04/2023 06:00:00","BZN|ES","Without Sequence","105.00","",""
"24/04/2023 06:00:00 - 24/04/2023 07:00:00","BZN|ES","Without Sequence","115.46","",""
"24/04/2023 07:00:00 - 24/04/2023 08:00:00","BZN|ES","Without Sequence","133.80","",""
"24/04/2023 08:00:00 - 24/04/2023 09:00:00","BZN|ES","Without Sequence","135.00","",""
"24/04/2023 09:00:00 - 24/04/2023 10:00:00","BZN|ES","Without Sequence","126.92","",""
"24/04/2023 10:00:00 - 24/04/2023 11:00:00","BZN|ES","Without Sequence","91.76","",""
"24/04/2023 11:00:00 - 24/04/2023 12:00:00","BZN|ES","Without Sequence","75.97","",""
"24/04/2023 12:00:00 - 24/04/2023 13:00:00","BZN|ES","Without Sequence","65.89","",""
"24/04/2023 13:00:00 - 24/04/2023 14:00:00","BZN|ES","Without Sequence","60.11","",""
"24/04/2023 14:00:00 - 24/04/2023 15:00:00","BZN|ES","Without Sequence","58.21","",""
"24/04/2023 15:00:00 - 24/04/2023 16:00:00","BZN|ES","Without Sequence","25.00","",""
"24/04/2023 16:00:00 - 24/04/2023 17:00:00","BZN|ES","Without Sequence","25.00","",""
"24/04/2023 17:00:00 - 24/04/2023 18:00:00","BZN|ES","Without Sequence","49.81","",""
"24/04/2023 18:00:00 - 24/04/2023 19:00:00","BZN|ES","Without Sequence","64.61","",""
"24/04/2023 19:00:00 - 24/04/2023 20:00:00","BZN|ES","Without Sequence","87.71","",""
"24/04/2023 20:00:00 - 24/04/2023 21:00:00","BZN|ES","Without Sequence","135.97","",""
"24/04/2023 21:00:00 - 24/04/2023 22:00:00","BZN|ES","Without Sequence","136.55","",""
"24/04/2023 22:00:00 - 24/04/2023 23:00:00","BZN|ES","Without Sequence","130.00","",""
"24/04/2023 23:00:00 - 25/04/2023 00:00:00","BZN|ES","Without Sequence","119.15","",""
"25/04/2023 00:00:00 - 25/04/2023 01:00:00","BZN|ES","Without Sequence","127.39","",""
"25/04/2023 01:00:00 - 25/04/2023 02:00:00","BZN|ES","Without Sequence","123.56","",""
"25/04/2023 02:00:00 - 25/04/2023 03:00:00","BZN|ES","Without Sequence","110.00","",""
"25/04/2023 03:00:00 - 25/04/2023 04:00:00","BZN|ES","Without Sequence","96.03","",""
"25/04/2023 04:00:00 - 25/04/2023 05:00:00","BZN|ES","Without Sequence","91.75","",""
"25/04/2023 05:00:00 - 25/04/2023 06:00:00","BZN|ES","Without Sequence","97.35","",""
"25/04/2023 06:00:00 - 25/04/2023 07:00:00","BZN|ES","Without Sequence","121.60","",""
"25/04/2023 07:00:00 - 25/04/2023 08:00:00","BZN|ES","Without Sequence","134.10","",""
"25/04/2023 08:00:00 - 25/04/2023 09:00:00","BZN|ES","Without Sequence","130.18","",""
"25/04/2023 09:00:00 - 25/04/2023 10:00:00","BZN|ES","Without Sequence","95.00","",""
"25/04/2023 10:00:00 - 25/04/2023 11:00:00","BZN|ES","Without Sequence","79.81","",""
"25/04/2023 11:00:00 - 25/04/2023 12:00:00","BZN|ES","Without Sequence","67.51","",""
"25/04/2023 12:00:00 - 25/04/2023 13:00:00","BZN|ES","Without Sequence","60.21","",""
"25/04/2023 13:00:00 - 25/04/2023 14:00:00","BZN|ES","Without Sequence","60.01","",""
"25/04/2023 14:00:00 - 25/04/2023 15:00:00","BZN|ES","Without Sequence","49.95","",""
"25/04/2023 15:00:00 - 25/04/2023 16:00:00","BZN|ES","Without Sequence","20.10","",""
"25/04/2023 16:00:00 - 25/04/2023 17:00:00","BZN|ES","Without Sequence","20.00","",""
"25/04/2023 17:00:00 - 25/04/2023 18:00:00","BZN|ES","Without Sequence","25.00","",""
"25/04/2023 18:00:00 - 25/04/2023 19:00:00","BZN|ES","Without Sequence","59.11","",""
"25/04/2023 19:00:00 - 25/04/2023 20:00:00","BZN|ES","Without Sequence","81.10","",""
"25/04/2023 20:00:00 - 25/04/2023 21:00:00","BZN|ES","Without Sequence","133.95","",""
"25/04/2023 21:00:00 - 25/04/2023 22:00:00","BZN|ES","Without Sequence","141.54","",""
"25/04/2023 22:00:00 - 25/04/2023 23:00:00","BZN|ES","Without Sequence","137.53","",""
"25/04/2023 23:00:00 - 26/04/2023 00:00:00","BZN|ES","Without Sequence","120.00","",""
