"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"05/08/2023 10:00:00 - 05/08/2023 11:00:00","BZN|ES","Without Sequence","60.31","",""
"05/08/2023 11:00:00 - 05/08/2023 12:00:00","BZN|ES","Without Sequence","50.10","",""
"05/08/2023 12:00:00 - 05/08/2023 13:00:00","BZN|ES","Without Sequence","35.00","",""
"05/08/2023 13:00:00 - 05/08/2023 14:00:00","BZN|ES","Without Sequence","40.46","",""
"05/08/2023 14:00:00 - 05/08/2023 15:00:00","BZN|ES","Without Sequence","35.00","",""
"05/08/2023 15:00:00 - 05/08/2023 16:00:00","BZN|ES","Without Sequence","25.00","",""
"05/08/2023 16:00:00 - 05/08/2023 17:00:00","BZN|ES","Without Sequence","25.00","",""
"05/08/2023 17:00:00 - 05/08/2023 18:00:00","BZN|ES","Without Sequence","25.00","",""
"05/08/2023 18:00:00 - 05/08/2023 19:00:00","BZN|ES","Without Sequence","45.00","",""
"05/08/2023 19:00:00 - 05/08/2023 20:00:00","BZN|ES","Without Sequence","66.01","",""
"05/08/2023 20:00:00 - 05/08/2023 21:00:00","BZN|ES","Without Sequence","82.99","",""
"05/08/2023 21:00:00 - 05/08/2023 22:00:00","BZN|ES","Without Sequence","90.00","",""
"05/08/2023 22:00:00 - 05/08/2023 23:00:00","BZN|ES","Without Sequence","91.39","",""
"05/08/2023 23:00:00 - 06/08/2023 00:00:00","BZN|ES","Without Sequence","85.66","",""
"06/08/2023 00:00:00 - 06/08/2023 01:00:00","BZN|ES","Without Sequence","76.00","",""
"06/08/2023 01:00:00 - 06/08/2023 02:00:00","BZN|ES","Without Sequence","46.67","",""
"06/08/2023 02:00:00 - 06/08/2023 03:00:00","BZN|ES","Without Sequence","35.01","",""
"06/08/2023 03:00:00 - 06/08/2023 04:00:00","BZN|ES","Without Sequence","33.11","",""
"06/08/2023 04:00:00 - 06/08/2023 05:00:00","BZN|ES","Without Sequence","32.61","",""
"06/08/2023 05:00:00 - 06/08/2023 06:00:00","BZN|ES","Without Sequence","31.80","",""
"06/08/2023 06:00:00 - 06/08/2023 07:00:00","BZN|ES","Without Sequence","32.30","",""
"06/08/2023 07:00:00 - 06/08/2023 08:00:00","BZN|ES","Without Sequence","27.80","",""
"06/08/2023 08:00:00 - 06/08/2023 09:00:00","BZN|ES","Without Sequence","5.00","",""
"06/08/2023 09:00:00 - 06/08/2023 10:00:00","BZN|ES","Without Sequence","1.64","",""
"06/08/2023 10:00:00 - 06/08/2023 11:00:00","BZN|ES","Without Sequence","1.64","",""
"06/08/2023 11:00:00 - 06/08/2023 12:00:00","BZN|ES","Without Sequence","0.00","",""
"06/08/2023 12:00:00 - 06/08/2023 13:00:00","BZN|ES","Without Sequence","1.64","",""
"06/08/2023 13:00:00 - 06/08/2023 14:00:00","BZN|ES","Without Sequence","0.00","",""
"06/08/2023 14:00:00 - 06/08/2023 15:00:00","BZN|ES","Without Sequence","0.00","",""
"06/08/2023 15:00:00 - 06/08/2023 16:00:00","BZN|ES","Without Sequence","0.00","",""
"06/08/2023 16:00:00 - 06/08/2023 17:00:00","BZN|ES","Without Sequence","0.00","",""
"06/08/2023 17:00:00 - 06/08/2023 18:00:00","BZN|ES","Without Sequence","1.64","",""
"06/08/2023 18:00:00 - 06/08/2023 19:00:00","BZN|ES","Without Sequence","0.00","",""
"06/08/2023 19:00:00 - 06/08/2023 20:00:00","BZN|ES","Without Sequence","33.41","",""
"06/08/2023 20:00:00 - 06/08/2023 21:00:00","BZN|ES","Without Sequence","77.06","",""
"06/08/2023 21:00:00 - 06/08/2023 22:00:00","BZN|ES","Without Sequence","80.50","",""
"06/08/2023 22:00:00 - 06/08/2023 23:00:00","BZN|ES","Without Sequence","81.25","",""
"06/08/2023 23:00:00 - 07/08/2023 00:00:00","BZN|ES","Without Sequence","76.50","",""
"07/08/2023 00:00:00 - 07/08/2023 01:00:00","BZN|ES","Without Sequence","72.22","",""
"07/08/2023 01:00:00 - 07/08/2023 02:00:00","BZN|ES","Without Sequence","58.11","",""
"07/08/2023 02:00:00 - 07/08/2023 03:00:00","BZN|ES","Without Sequence","52.30","",""
"07/08/2023 03:00:00 - 07/08/2023 04:00:00","BZN|ES","Without Sequence","51.80","",""
"07/08/2023 04:00:00 - 07/08/2023 05:00:00","BZN|ES","Without Sequence","47.80","",""
"07/08/2023 05:00:00 - 07/08/2023 06:00:00","BZN|ES","Without Sequence","65.03","",""
"07/08/2023 06:00:00 - 07/08/2023 07:00:00","BZN|ES","Without Sequence","72.22","",""
"07/08/2023 07:00:00 - 07/08/2023 08:00:00","BZN|ES","Without Sequence","91.31","",""
"07/08/2023 08:00:00 - 07/08/2023 09:00:00","BZN|ES","Without Sequence","94.50","",""
"07/08/2023 09:00:00 - 07/08/2023 10:00:00","BZN|ES","Without Sequence","77.62","",""
"07/08/2023 10:00:00 - 07/08/2023 11:00:00","BZN|ES","Without Sequence","57.50","",""
"07/08/2023 11:00:00 - 07/08/2023 12:00:00","BZN|ES","Without Sequence","52.30","",""
"07/08/2023 12:00:00 - 07/08/2023 13:00:00","BZN|ES","Without Sequence","59.13","",""
"07/08/2023 13:00:00 - 07/08/2023 14:00:00","BZN|ES","Without Sequence","52.71","",""
"07/08/2023 14:00:00 - 07/08/2023 15:00:00","BZN|ES","Without Sequence","55.20","",""
"07/08/2023 15:00:00 - 07/08/2023 16:00:00","BZN|ES","Without Sequence","54.23","",""
"07/08/2023 16:00:00 - 07/08/2023 17:00:00","BZN|ES","Without Sequence","57.61","",""
"07/08/2023 17:00:00 - 07/08/2023 18:00:00","BZN|ES","Without Sequence","70.95","",""
"07/08/2023 18:00:00 - 07/08/2023 19:00:00","BZN|ES","Without Sequence","85.10","",""
"07/08/2023 19:00:00 - 07/08/2023 20:00:00","BZN|ES","Without Sequence","107.02","",""
"07/08/2023 20:00:00 - 07/08/2023 21:00:00","BZN|ES","Without Sequence","116.30","",""
"07/08/2023 21:00:00 - 07/08/2023 22:00:00","BZN|ES","Without Sequence","124.95","",""
"07/08/2023 22:00:00 - 07/08/2023 23:00:00","BZN|ES","Without Sequence","110.80","",""
"07/08/2023 23:00:00 - 08/08/2023 00:00:00","BZN|ES","Without Sequence","100.00","",""
"08/08/2023 00:00:00 - 08/08/2023 01:00:00","BZN|ES","Without Sequence","106.00","",""
"08/08/2023 01:00:00 - 08/08/2023 02:00:00","BZN|ES","Without Sequence","104.37","",""
"08/08/2023 02:00:00 - 08/08/2023 03:00:00","BZN|ES","Without Sequence","99.93","",""
"08/08/2023 03:00:00 - 08/08/2023 04:00:00","BZN|ES","Without Sequence","99.41","",""
"08/08/2023 04:00:00 - 08/08/2023 05:00:00","BZN|ES","Without Sequence","91.69","",""
"08/08/2023 05:00:00 - 08/08/2023 06:00:00","BZN|ES","Without Sequence","92.54","",""
"08/08/2023 06:00:00 - 08/08/2023 07:00:00","BZN|ES","Without Sequence","96.32","",""
"08/08/2023 07:00:00 - 08/08/2023 08:00:00","BZN|ES","Without Sequence","99.93","",""
"08/08/2023 08:00:00 - 08/08/2023 09:00:00","BZN|ES","Without Sequence","99.93","",""
"08/08/2023 09:00:00 - 08/08/2023 10:00:00","BZN|ES","Without Sequence","98.15","",""
"08/08/2023 10:00:00 - 08/08/2023 11:00:00","BZN|ES","Without Sequence","85.52","",""
"08/08/2023 11:00:00 - 08/08/2023 12:00:00","BZN|ES","Without Sequence","78.69","",""
"08/08/2023 12:00:00 - 08/08/2023 13:00:00","BZN|ES","Without Sequence","78.69","",""
"08/08/2023 13:00:00 - 08/08/2023 14:00:00","BZN|ES","Without Sequence","79.70","",""
"08/08/2023 14:00:00 - 08/08/2023 15:00:00","BZN|ES","Without Sequence","79.70","",""
"08/08/2023 15:00:00 - 08/08/2023 16:00:00","BZN|ES","Without Sequence","78.50","",""
"08/08/2023 16:00:00 - 08/08/2023 17:00:00","BZN|ES","Without Sequence","78.50","",""
"08/08/2023 17:00:00 - 08/08/2023 18:00:00","BZN|ES","Without Sequence","80.46","",""
"08/08/2023 18:00:00 - 08/08/2023 19:00:00","BZN|ES","Without Sequence","95.34","",""
"08/08/2023 19:00:00 - 08/08/2023 20:00:00","BZN|ES","Without Sequence","102.00","",""
"08/08/2023 20:00:00 - 08/08/2023 21:00:00","BZN|ES","Without Sequence","116.00","",""
"08/08/2023 21:00:00 - 08/08/2023 22:00:00","BZN|ES","Without Sequence","127.66","",""
"08/08/2023 22:00:00 - 08/08/2023 23:00:00","BZN|ES","Without Sequence","125.44","",""
"08/08/2023 23:00:00 - 09/08/2023 00:00:00","BZN|ES","Without Sequence","120.00","",""
"09/08/2023 00:00:00 - 09/08/2023 01:00:00","BZN|ES","Without Sequence","109.77","",""
"09/08/2023 01:00:00 - 09/08/2023 02:00:00","BZN|ES","Without Sequence","102.00","",""
"09/08/2023 02:00:00 - 09/08/2023 03:00:00","BZN|ES","Without Sequence","102.00","",""
"09/08/2023 03:00:00 - 09/08/2023 04:00:00","BZN|ES","Without Sequence","100.00","",""
"09/08/2023 04:00:00 - 09/08/2023 05:00:00","BZN|ES","Without Sequence","94.25","",""
"09/08/2023 05:00:00 - 09/08/2023 06:00:00","BZN|ES","Without Sequence","96.50","",""
"09/08/2023 06:00:00 - 09/08/2023 07:00:00","BZN|ES","Without Sequence","98.16","",""
"09/08/2023 07:00:00 - 09/08/2023 08:00:00","BZN|ES","Without Sequence","105.70","",""
"09/08/2023 08:00:00 - 09/08/2023 09:00:00","BZN|ES","Without Sequence","106.44","",""
"09/08/2023 09:00:00 - 09/08/2023 10:00:00","BZN|ES","Without Sequence","99.66","",""
"09/08/2023 10:00:00 - 09/08/2023 11:00:00","BZN|ES","Without Sequence","89.96","",""
"09/08/2023 11:00:00 - 09/08/2023 12:00:00","BZN|ES","Without Sequence","85.69","",""
"09/08/2023 12:00:00 - 09/08/2023 13:00:00","BZN|ES","Without Sequence","83.33","",""
"09/08/2023 13:00:00 - 09/08/2023 14:00:00","BZN|ES","Without Sequence","80.85","",""
"09/08/2023 14:00:00 - 09/08/2023 15:00:00","BZN|ES","Without Sequence","80.01","",""
"09/08/2023 15:00:00 - 09/08/2023 16:00:00","BZN|ES","Without Sequence","79.51","",""
"09/08/2023 16:00:00 - 09/08/2023 17:00:00","BZN|ES","Without Sequence","80.50","",""
"09/08/2023 17:00:00 - 09/08/2023 18:00:00","BZN|ES","Without Sequence","84.00","",""
"09/08/2023 18:00:00 - 09/08/2023 19:00:00","BZN|ES","Without Sequence","98.53","",""
"09/08/2023 19:00:00 - 09/08/2023 20:00:00","BZN|ES","Without Sequence","117.56","",""
"09/08/2023 20:00:00 - 09/08/2023 21:00:00","BZN|ES","Without Sequence","123.86","",""
"09/08/2023 21:00:00 - 09/08/2023 22:00:00","BZN|ES","Without Sequence","130.81","",""
"09/08/2023 22:00:00 - 09/08/2023 23:00:00","BZN|ES","Without Sequence","122.47","",""
"09/08/2023 23:00:00 - 10/08/2023 00:00:00","BZN|ES","Without Sequence","122.84","",""
"10/08/2023 00:00:00 - 10/08/2023 01:00:00","BZN|ES","Without Sequence","117.57","",""
"10/08/2023 01:00:00 - 10/08/2023 02:00:00","BZN|ES","Without Sequence","112.58","",""
"10/08/2023 02:00:00 - 10/08/2023 03:00:00","BZN|ES","Without Sequence","111.24","",""
"10/08/2023 03:00:00 - 10/08/2023 04:00:00","BZN|ES","Without Sequence","111.24","",""
"10/08/2023 04:00:00 - 10/08/2023 05:00:00","BZN|ES","Without Sequence","110.54","",""
"10/08/2023 05:00:00 - 10/08/2023 06:00:00","BZN|ES","Without Sequence","112.41","",""
"10/08/2023 06:00:00 - 10/08/2023 07:00:00","BZN|ES","Without Sequence","114.07","",""
"10/08/2023 07:00:00 - 10/08/2023 08:00:00","BZN|ES","Without Sequence","112.58","",""
"10/08/2023 08:00:00 - 10/08/2023 09:00:00","BZN|ES","Without Sequence","107.44","",""
"10/08/2023 09:00:00 - 10/08/2023 10:00:00","BZN|ES","Without Sequence","107.44","",""
"10/08/2023 10:00:00 - 10/08/2023 11:00:00","BZN|ES","Without Sequence","105.50","",""
"10/08/2023 11:00:00 - 10/08/2023 12:00:00","BZN|ES","Without Sequence","86.21","",""
"10/08/2023 12:00:00 - 10/08/2023 13:00:00","BZN|ES","Without Sequence","85.10","",""
"10/08/2023 13:00:00 - 10/08/2023 14:00:00","BZN|ES","Without Sequence","84.50","",""
"10/08/2023 14:00:00 - 10/08/2023 15:00:00","BZN|ES","Without Sequence","83.50","",""
"10/08/2023 15:00:00 - 10/08/2023 16:00:00","BZN|ES","Without Sequence","82.51","",""
"10/08/2023 16:00:00 - 10/08/2023 17:00:00","BZN|ES","Without Sequence","82.21","",""
"10/08/2023 17:00:00 - 10/08/2023 18:00:00","BZN|ES","Without Sequence","91.28","",""
"10/08/2023 18:00:00 - 10/08/2023 19:00:00","BZN|ES","Without Sequence","100.42","",""
"10/08/2023 19:00:00 - 10/08/2023 20:00:00","BZN|ES","Without Sequence","109.25","",""
"10/08/2023 20:00:00 - 10/08/2023 21:00:00","BZN|ES","Without Sequence","120.25","",""
"10/08/2023 21:00:00 - 10/08/2023 22:00:00","BZN|ES","Without Sequence","125.51","",""
"10/08/2023 22:00:00 - 10/08/2023 23:00:00","BZN|ES","Without Sequence","124.82","",""
"10/08/2023 23:00:00 - 11/08/2023 00:00:00","BZN|ES","Without Sequence","115.72","",""
"11/08/2023 00:00:00 - 11/08/2023 01:00:00","BZN|ES","Without Sequence","122.27","",""
"11/08/2023 01:00:00 - 11/08/2023 02:00:00","BZN|ES","Without Sequence","121.57","",""
"11/08/2023 02:00:00 - 11/08/2023 03:00:00","BZN|ES","Without Sequence","119.10","",""
"11/08/2023 03:00:00 - 11/08/2023 04:00:00","BZN|ES","Without Sequence","118.76","",""
"11/08/2023 04:00:00 - 11/08/2023 05:00:00","BZN|ES","Without Sequence","117.10","",""
"11/08/2023 05:00:00 - 11/08/2023 06:00:00","BZN|ES","Without Sequence","117.57","",""
"11/08/2023 06:00:00 - 11/08/2023 07:00:00","BZN|ES","Without Sequence","119.08","",""
"11/08/2023 07:00:00 - 11/08/2023 08:00:00","BZN|ES","Without Sequence","126.00","",""
"11/08/2023 08:00:00 - 11/08/2023 09:00:00","BZN|ES","Without Sequence","130.82","",""
"11/08/2023 09:00:00 - 11/08/2023 10:00:00","BZN|ES","Without Sequence","117.48","",""
"11/08/2023 10:00:00 - 11/08/2023 11:00:00","BZN|ES","Without Sequence","113.00","",""
"11/08/2023 11:00:00 - 11/08/2023 12:00:00","BZN|ES","Without Sequence","97.00","",""
"11/08/2023 12:00:00 - 11/08/2023 13:00:00","BZN|ES","Without Sequence","97.60","",""
"11/08/2023 13:00:00 - 11/08/2023 14:00:00","BZN|ES","Without Sequence","97.40","",""
"11/08/2023 14:00:00 - 11/08/2023 15:00:00","BZN|ES","Without Sequence","91.92","",""
"11/08/2023 15:00:00 - 11/08/2023 16:00:00","BZN|ES","Without Sequence","90.00","",""
"11/08/2023 16:00:00 - 11/08/2023 17:00:00","BZN|ES","Without Sequence","89.00","",""
"11/08/2023 17:00:00 - 11/08/2023 18:00:00","BZN|ES","Without Sequence","97.98","",""
"11/08/2023 18:00:00 - 11/08/2023 19:00:00","BZN|ES","Without Sequence","111.05","",""
"11/08/2023 19:00:00 - 11/08/2023 20:00:00","BZN|ES","Without Sequence","121.57","",""
"11/08/2023 20:00:00 - 11/08/2023 21:00:00","BZN|ES","Without Sequence","130.50","",""
"11/08/2023 21:00:00 - 11/08/2023 22:00:00","BZN|ES","Without Sequence","130.36","",""
"11/08/2023 22:00:00 - 11/08/2023 23:00:00","BZN|ES","Without Sequence","120.57","",""
"11/08/2023 23:00:00 - 12/08/2023 00:00:00","BZN|ES","Without Sequence","116.52","",""
"12/08/2023 00:00:00 - 12/08/2023 01:00:00","BZN|ES","Without Sequence","119.54","",""
"12/08/2023 01:00:00 - 12/08/2023 02:00:00","BZN|ES","Without Sequence","112.62","",""
"12/08/2023 02:00:00 - 12/08/2023 03:00:00","BZN|ES","Without Sequence","109.55","",""
"12/08/2023 03:00:00 - 12/08/2023 04:00:00","BZN|ES","Without Sequence","109.18","",""
"12/08/2023 04:00:00 - 12/08/2023 05:00:00","BZN|ES","Without Sequence","109.18","",""
"12/08/2023 05:00:00 - 12/08/2023 06:00:00","BZN|ES","Without Sequence","109.18","",""
"12/08/2023 06:00:00 - 12/08/2023 07:00:00","BZN|ES","Without Sequence","112.62","",""
"12/08/2023 07:00:00 - 12/08/2023 08:00:00","BZN|ES","Without Sequence","110.93","",""
"12/08/2023 08:00:00 - 12/08/2023 09:00:00","BZN|ES","Without Sequence","103.01","",""
"12/08/2023 09:00:00 - 12/08/2023 10:00:00","BZN|ES","Without Sequence","90.00","",""
"12/08/2023 10:00:00 - 12/08/2023 11:00:00","BZN|ES","Without Sequence","79.81","",""
"12/08/2023 11:00:00 - 12/08/2023 12:00:00","BZN|ES","Without Sequence","75.51","",""
"12/08/2023 12:00:00 - 12/08/2023 13:00:00","BZN|ES","Without Sequence","74.91","",""
"12/08/2023 13:00:00 - 12/08/2023 14:00:00","BZN|ES","Without Sequence","75.51","",""
"12/08/2023 14:00:00 - 12/08/2023 15:00:00","BZN|ES","Without Sequence","74.91","",""
"12/08/2023 15:00:00 - 12/08/2023 16:00:00","BZN|ES","Without Sequence","72.48","",""
"12/08/2023 16:00:00 - 12/08/2023 17:00:00","BZN|ES","Without Sequence","70.51","",""
"12/08/2023 17:00:00 - 12/08/2023 18:00:00","BZN|ES","Without Sequence","71.00","",""
"12/08/2023 18:00:00 - 12/08/2023 19:00:00","BZN|ES","Without Sequence","85.49","",""
"12/08/2023 19:00:00 - 12/08/2023 20:00:00","BZN|ES","Without Sequence","106.47","",""
"12/08/2023 20:00:00 - 12/08/2023 21:00:00","BZN|ES","Without Sequence","116.04","",""
"12/08/2023 21:00:00 - 12/08/2023 22:00:00","BZN|ES","Without Sequence","123.55","",""
"12/08/2023 22:00:00 - 12/08/2023 23:00:00","BZN|ES","Without Sequence","122.84","",""
"12/08/2023 23:00:00 - 13/08/2023 00:00:00","BZN|ES","Without Sequence","121.88","",""
"13/08/2023 00:00:00 - 13/08/2023 01:00:00","BZN|ES","Without Sequence","109.18","",""
"13/08/2023 01:00:00 - 13/08/2023 02:00:00","BZN|ES","Without Sequence","100.11","",""
"13/08/2023 02:00:00 - 13/08/2023 03:00:00","BZN|ES","Without Sequence","95.95","",""
"13/08/2023 03:00:00 - 13/08/2023 04:00:00","BZN|ES","Without Sequence","96.52","",""
"13/08/2023 04:00:00 - 13/08/2023 05:00:00","BZN|ES","Without Sequence","89.85","",""
"13/08/2023 05:00:00 - 13/08/2023 06:00:00","BZN|ES","Without Sequence","96.52","",""
"13/08/2023 06:00:00 - 13/08/2023 07:00:00","BZN|ES","Without Sequence","100.11","",""
"13/08/2023 07:00:00 - 13/08/2023 08:00:00","BZN|ES","Without Sequence","96.68","",""
"13/08/2023 08:00:00 - 13/08/2023 09:00:00","BZN|ES","Without Sequence","80.00","",""
"13/08/2023 09:00:00 - 13/08/2023 10:00:00","BZN|ES","Without Sequence","65.91","",""
"13/08/2023 10:00:00 - 13/08/2023 11:00:00","BZN|ES","Without Sequence","30.00","",""
"13/08/2023 11:00:00 - 13/08/2023 12:00:00","BZN|ES","Without Sequence","15.00","",""
"13/08/2023 12:00:00 - 13/08/2023 13:00:00","BZN|ES","Without Sequence","16.27","",""
"13/08/2023 13:00:00 - 13/08/2023 14:00:00","BZN|ES","Without Sequence","15.00","",""
"13/08/2023 14:00:00 - 13/08/2023 15:00:00","BZN|ES","Without Sequence","10.00","",""
"13/08/2023 15:00:00 - 13/08/2023 16:00:00","BZN|ES","Without Sequence","6.76","",""
"13/08/2023 16:00:00 - 13/08/2023 17:00:00","BZN|ES","Without Sequence","17.45","",""
"13/08/2023 17:00:00 - 13/08/2023 18:00:00","BZN|ES","Without Sequence","69.98","",""
"13/08/2023 18:00:00 - 13/08/2023 19:00:00","BZN|ES","Without Sequence","74.91","",""
"13/08/2023 19:00:00 - 13/08/2023 20:00:00","BZN|ES","Without Sequence","96.52","",""
"13/08/2023 20:00:00 - 13/08/2023 21:00:00","BZN|ES","Without Sequence","110.90","",""
"13/08/2023 21:00:00 - 13/08/2023 22:00:00","BZN|ES","Without Sequence","120.00","",""
"13/08/2023 22:00:00 - 13/08/2023 23:00:00","BZN|ES","Without Sequence","120.01","",""
"13/08/2023 23:00:00 - 14/08/2023 00:00:00","BZN|ES","Without Sequence","114.00","",""
"14/08/2023 00:00:00 - 14/08/2023 01:00:00","BZN|ES","Without Sequence","113.00","",""
"14/08/2023 01:00:00 - 14/08/2023 02:00:00","BZN|ES","Without Sequence","109.18","",""
"14/08/2023 02:00:00 - 14/08/2023 03:00:00","BZN|ES","Without Sequence","99.24","",""
"14/08/2023 03:00:00 - 14/08/2023 04:00:00","BZN|ES","Without Sequence","99.24","",""
"14/08/2023 04:00:00 - 14/08/2023 05:00:00","BZN|ES","Without Sequence","99.24","",""
"14/08/2023 05:00:00 - 14/08/2023 06:00:00","BZN|ES","Without Sequence","103.80","",""
"14/08/2023 06:00:00 - 14/08/2023 07:00:00","BZN|ES","Without Sequence","115.66","",""
"14/08/2023 07:00:00 - 14/08/2023 08:00:00","BZN|ES","Without Sequence","121.16","",""
"14/08/2023 08:00:00 - 14/08/2023 09:00:00","BZN|ES","Without Sequence","114.71","",""
"14/08/2023 09:00:00 - 14/08/2023 10:00:00","BZN|ES","Without Sequence","99.24","",""
"14/08/2023 10:00:00 - 14/08/2023 11:00:00","BZN|ES","Without Sequence","83.67","",""
"14/08/2023 11:00:00 - 14/08/2023 12:00:00","BZN|ES","Without Sequence","77.31","",""
"14/08/2023 12:00:00 - 14/08/2023 13:00:00","BZN|ES","Without Sequence","75.05","",""
"14/08/2023 13:00:00 - 14/08/2023 14:00:00","BZN|ES","Without Sequence","75.00","",""
"14/08/2023 14:00:00 - 14/08/2023 15:00:00","BZN|ES","Without Sequence","67.13","",""
"14/08/2023 15:00:00 - 14/08/2023 16:00:00","BZN|ES","Without Sequence","74.10","",""
"14/08/2023 16:00:00 - 14/08/2023 17:00:00","BZN|ES","Without Sequence","76.81","",""
"14/08/2023 17:00:00 - 14/08/2023 18:00:00","BZN|ES","Without Sequence","77.71","",""
"14/08/2023 18:00:00 - 14/08/2023 19:00:00","BZN|ES","Without Sequence","78.51","",""
"14/08/2023 19:00:00 - 14/08/2023 20:00:00","BZN|ES","Without Sequence","109.42","",""
"14/08/2023 20:00:00 - 14/08/2023 21:00:00","BZN|ES","Without Sequence","118.34","",""
"14/08/2023 21:00:00 - 14/08/2023 22:00:00","BZN|ES","Without Sequence","125.12","",""
"14/08/2023 22:00:00 - 14/08/2023 23:00:00","BZN|ES","Without Sequence","115.33","",""
"14/08/2023 23:00:00 - 15/08/2023 00:00:00","BZN|ES","Without Sequence","114.61","",""
"15/08/2023 00:00:00 - 15/08/2023 01:00:00","BZN|ES","Without Sequence","117.01","",""
"15/08/2023 01:00:00 - 15/08/2023 02:00:00","BZN|ES","Without Sequence","112.58","",""
"15/08/2023 02:00:00 - 15/08/2023 03:00:00","BZN|ES","Without Sequence","95.00","",""
"15/08/2023 03:00:00 - 15/08/2023 04:00:00","BZN|ES","Without Sequence","95.00","",""
"15/08/2023 04:00:00 - 15/08/2023 05:00:00","BZN|ES","Without Sequence","95.44","",""
"15/08/2023 05:00:00 - 15/08/2023 06:00:00","BZN|ES","Without Sequence","101.43","",""
"15/08/2023 06:00:00 - 15/08/2023 07:00:00","BZN|ES","Without Sequence","110.01","",""
"15/08/2023 07:00:00 - 15/08/2023 08:00:00","BZN|ES","Without Sequence","112.58","",""
"15/08/2023 08:00:00 - 15/08/2023 09:00:00","BZN|ES","Without Sequence","105.34","",""
"15/08/2023 09:00:00 - 15/08/2023 10:00:00","BZN|ES","Without Sequence","87.00","",""
"15/08/2023 10:00:00 - 15/08/2023 11:00:00","BZN|ES","Without Sequence","79.25","",""
"15/08/2023 11:00:00 - 15/08/2023 12:00:00","BZN|ES","Without Sequence","74.12","",""
"15/08/2023 12:00:00 - 15/08/2023 13:00:00","BZN|ES","Without Sequence","73.17","",""
"15/08/2023 13:00:00 - 15/08/2023 14:00:00","BZN|ES","Without Sequence","73.00","",""
"15/08/2023 14:00:00 - 15/08/2023 15:00:00","BZN|ES","Without Sequence","70.30","",""
"15/08/2023 15:00:00 - 15/08/2023 16:00:00","BZN|ES","Without Sequence","45.85","",""
"15/08/2023 16:00:00 - 15/08/2023 17:00:00","BZN|ES","Without Sequence","70.26","",""
"15/08/2023 17:00:00 - 15/08/2023 18:00:00","BZN|ES","Without Sequence","76.21","",""
"15/08/2023 18:00:00 - 15/08/2023 19:00:00","BZN|ES","Without Sequence","83.00","",""
"15/08/2023 19:00:00 - 15/08/2023 20:00:00","BZN|ES","Without Sequence","115.61","",""
"15/08/2023 20:00:00 - 15/08/2023 21:00:00","BZN|ES","Without Sequence","129.00","",""
"15/08/2023 21:00:00 - 15/08/2023 22:00:00","BZN|ES","Without Sequence","133.04","",""
"15/08/2023 22:00:00 - 15/08/2023 23:00:00","BZN|ES","Without Sequence","125.25","",""
"15/08/2023 23:00:00 - 16/08/2023 00:00:00","BZN|ES","Without Sequence","115.77","",""
"16/08/2023 00:00:00 - 16/08/2023 01:00:00","BZN|ES","Without Sequence","106.76","",""
"16/08/2023 01:00:00 - 16/08/2023 02:00:00","BZN|ES","Without Sequence","97.45","",""
"16/08/2023 02:00:00 - 16/08/2023 03:00:00","BZN|ES","Without Sequence","90.71","",""
"16/08/2023 03:00:00 - 16/08/2023 04:00:00","BZN|ES","Without Sequence","90.00","",""
"16/08/2023 04:00:00 - 16/08/2023 05:00:00","BZN|ES","Without Sequence","87.89","",""
"16/08/2023 05:00:00 - 16/08/2023 06:00:00","BZN|ES","Without Sequence","90.32","",""
"16/08/2023 06:00:00 - 16/08/2023 07:00:00","BZN|ES","Without Sequence","115.38","",""
"16/08/2023 07:00:00 - 16/08/2023 08:00:00","BZN|ES","Without Sequence","124.41","",""
"16/08/2023 08:00:00 - 16/08/2023 09:00:00","BZN|ES","Without Sequence","125.78","",""
"16/08/2023 09:00:00 - 16/08/2023 10:00:00","BZN|ES","Without Sequence","109.47","",""
"16/08/2023 10:00:00 - 16/08/2023 11:00:00","BZN|ES","Without Sequence","99.21","",""
"16/08/2023 11:00:00 - 16/08/2023 12:00:00","BZN|ES","Without Sequence","94.10","",""
"16/08/2023 12:00:00 - 16/08/2023 13:00:00","BZN|ES","Without Sequence","90.32","",""
"16/08/2023 13:00:00 - 16/08/2023 14:00:00","BZN|ES","Without Sequence","86.00","",""
"16/08/2023 14:00:00 - 16/08/2023 15:00:00","BZN|ES","Without Sequence","86.29","",""
"16/08/2023 15:00:00 - 16/08/2023 16:00:00","BZN|ES","Without Sequence","88.51","",""
"16/08/2023 16:00:00 - 16/08/2023 17:00:00","BZN|ES","Without Sequence","94.17","",""
"16/08/2023 17:00:00 - 16/08/2023 18:00:00","BZN|ES","Without Sequence","103.14","",""
"16/08/2023 18:00:00 - 16/08/2023 19:00:00","BZN|ES","Without Sequence","115.17","",""
"16/08/2023 19:00:00 - 16/08/2023 20:00:00","BZN|ES","Without Sequence","125.25","",""
"16/08/2023 20:00:00 - 16/08/2023 21:00:00","BZN|ES","Without Sequence","132.96","",""
"16/08/2023 21:00:00 - 16/08/2023 22:00:00","BZN|ES","Without Sequence","136.10","",""
"16/08/2023 22:00:00 - 16/08/2023 23:00:00","BZN|ES","Without Sequence","126.40","",""
"16/08/2023 23:00:00 - 17/08/2023 00:00:00","BZN|ES","Without Sequence","124.41","",""
